"seq","mdptn","email","kyoten","namae","url","ptnid","insdate","sent","sentdate"
"58","40","morinaga_ryousuke@example.com","","","","3","2012-11-28 11:50:00","0",""
"58","40","morinaga_ryousuke@example.com","","","","2","2012-11-28 11:50:00","0",""
"58","40","morinaga_ryousuke@example.com","","","","5","2012-11-28 11:50:00","0",""
"59","40","umemoto_takeo@example.com","","","","7","2012-11-28 11:50:00","0",""
"59","40","umemoto_takeo@example.com","","","","3","2012-11-28 11:50:00","0",""
"59","40","umemoto_takeo@example.com","","","","2","2012-11-28 11:50:00","0",""
"59","40","umemoto_takeo@example.com","","","","5","2012-11-28 11:50:00","0",""
"60","40","honnyama_miho@example.com","","","","7","2012-11-28 11:50:00","0",""
"60","40","honnyama_miho@example.com","","","","3","2012-11-28 11:50:00","0",""
"60","40","honnyama_miho@example.com","","","","2","2012-11-28 11:50:00","0",""
"60","40","honnyama_miho@example.com","","","","5","2012-11-28 11:50:00","0",""
"61","40","horikita_ikuko@example.com","","","","7","2012-11-28 11:50:00","0",""
"61","40","horikita_ikuko@example.com","","","","3","2012-11-28 11:50:00","0",""
"61","40","horikita_ikuko@example.com","","","","2","2012-11-28 11:50:00","0",""
"61","40","horikita_ikuko@example.com","","","","5","2012-11-28 11:50:00","0",""
"62","40","mihashi_ikuko@example.com","","","","7","2012-11-28 11:50:00","0",""
"62","40","mihashi_ikuko@example.com","","","","3","2012-11-28 11:50:00","0",""
"62","40","mihashi_ikuko@example.com","","","","2","2012-11-28 11:50:00","0",""
"62","40","mihashi_ikuko@example.com","","","","5","2012-11-28 11:50:00","0",""
"63","40","okayama_ann@example.com","","","","7","2012-11-28 11:50:00","0",""
"63","40","okayama_ann@example.com","","","","3","2012-11-28 11:50:00","0",""
"63","40","okayama_ann@example.com","","","","2","2012-11-28 11:50:00","0",""
"63","40","okayama_ann@example.com","","","","5","2012-11-28 11:50:00","0",""
"64","40","nishii_myuu@example.com","","","","7","2012-11-28 11:50:00","0",""
"64","40","nishii_myuu@example.com","","","","3","2012-11-28 11:50:00","0",""
"64","40","nishii_myuu@example.com","","","","2","2012-11-28 11:50:00","0",""
"64","40","nishii_myuu@example.com","","","","5","2012-11-28 11:50:00","0",""
"65","40","uchimura_kaoru@example.com","","","","7","2012-11-28 11:50:00","0",""
"65","40","uchimura_kaoru@example.com","","","","3","2012-11-28 11:50:00","0",""
"65","40","uchimura_kaoru@example.com","","","","2","2012-11-28 11:50:00","0",""
"65","40","uchimura_kaoru@example.com","","","","5","2012-11-28 11:50:00","0",""
"66","40","sonoda_sayaka@example.com","","","","7","2012-11-28 11:50:00","0",""
"66","40","sonoda_sayaka@example.com","","","","3","2012-11-28 11:50:00","0",""
"66","40","sonoda_sayaka@example.com","","","","2","2012-11-28 11:50:00","0",""
"66","40","sonoda_sayaka@example.com","","","","5","2012-11-28 11:50:00","0",""
"67","40","takemoto_shihori@example.com","","","","7","2012-11-28 11:50:00","0",""
"67","40","takemoto_shihori@example.com","","","","3","2012-11-28 11:50:00","0",""
"67","40","takemoto_shihori@example.com","","","","2","2012-11-28 11:50:00","0",""
"67","40","takemoto_shihori@example.com","","","","5","2012-11-28 11:50:00","0",""
"68","40","iino_sansei@example.com","","","","7","2012-11-28 11:50:00","0",""
"68","40","iino_sansei@example.com","","","","3","2012-11-28 11:50:00","0",""
"68","40","iino_sansei@example.com","","","","2","2012-11-28 11:50:00","0",""
"68","40","iino_sansei@example.com","","","","5","2012-11-28 11:50:00","0",""
"69","40","kawai_sayuri@example.com","","","","7","2012-11-28 11:50:00","0",""
"69","40","kawai_sayuri@example.com","","","","3","2012-11-28 11:50:00","0",""
"69","40","kawai_sayuri@example.com","","","","2","2012-11-28 11:50:00","0",""
"69","40","kawai_sayuri@example.com","","","","5","2012-11-28 11:50:00","0",""
"70","40","haga_yuuki@example.com","","","","7","2012-11-28 11:50:00","0",""
"70","40","haga_yuuki@example.com","","","","3","2012-11-28 11:50:00","0",""
"70","40","haga_yuuki@example.com","","","","2","2012-11-28 11:50:00","0",""
"70","40","haga_yuuki@example.com","","","","5","2012-11-28 11:50:00","0",""
"71","40","iida_mirai@example.com","","","","7","2012-11-28 11:50:00","0",""
"71","40","iida_mirai@example.com","","","","3","2012-11-28 11:50:00","0",""
"71","40","iida_mirai@example.com","","","","2","2012-11-28 11:50:00","0",""
"71","40","iida_mirai@example.com","","","","5","2012-11-28 11:50:00","0",""
"72","40","uchino_ryousuke@example.com","","","","7","2012-11-28 11:50:00","0",""
"72","40","uchino_ryousuke@example.com","","","","3","2012-11-28 11:50:00","0",""
"72","40","uchino_ryousuke@example.com","","","","2","2012-11-28 11:50:00","0",""
"72","40","uchino_ryousuke@example.com","","","","5","2012-11-28 11:50:00","0",""
"73","40","yamauchi_sayuri@example.com","","","","7","2012-11-28 11:50:00","0",""
"73","40","yamauchi_sayuri@example.com","","","","3","2012-11-28 11:50:00","0",""
"73","40","yamauchi_sayuri@example.com","","","","2","2012-11-28 11:50:00","0",""
"73","40","yamauchi_sayuri@example.com","","","","5","2012-11-28 11:50:00","0",""
"74","40","hirokawa_kou@example.com","","","","7","2012-11-28 11:50:00","0",""
"74","40","hirokawa_kou@example.com","","","","3","2012-11-28 11:50:00","0",""
"74","40","hirokawa_kou@example.com","","","","2","2012-11-28 11:50:00","0",""
"74","40","hirokawa_kou@example.com","","","","5","2012-11-28 11:50:00","0",""
"75","40","kitakawa_miyuki@example.com","","","","7","2012-11-28 11:50:00","0",""
"75","40","kitakawa_miyuki@example.com","","","","3","2012-11-28 11:50:00","0",""
"75","40","kitakawa_miyuki@example.com","","","","2","2012-11-28 11:50:00","0",""
"75","40","kitakawa_miyuki@example.com","","","","5","2012-11-28 11:50:00","0",""
"76","40","hirokawa_ryousuke@example.com","","","","7","2012-11-28 11:50:00","0",""
"76","40","hirokawa_ryousuke@example.com","","","","3","2012-11-28 11:50:00","0",""
"76","40","hirokawa_ryousuke@example.com","","","","2","2012-11-28 11:50:00","0",""
"76","40","hirokawa_ryousuke@example.com","","","","5","2012-11-28 11:50:00","0",""
"77","40","yokoo_shunji@example.com","","","","7","2012-11-28 11:50:00","0",""
"77","40","yokoo_shunji@example.com","","","","3","2012-11-28 11:50:00","0",""
"77","40","yokoo_shunji@example.com","","","","2","2012-11-28 11:50:00","0",""
"77","40","yokoo_shunji@example.com","","","","5","2012-11-28 11:50:00","0",""
"78","40","shinagawa_nobuhiko@example.com","","","","7","2012-11-28 11:50:00","0",""
"78","40","shinagawa_nobuhiko@example.com","","","","3","2012-11-28 11:50:00","0",""
"78","40","shinagawa_nobuhiko@example.com","","","","2","2012-11-28 11:50:00","0",""
"78","40","shinagawa_nobuhiko@example.com","","","","5","2012-11-28 11:50:00","0",""
"79","40","sannshi_karoku@example.com","","","","7","2012-11-28 11:50:00","0",""
"79","40","sannshi_karoku@example.com","","","","3","2012-11-28 11:50:00","0",""
"79","40","sannshi_karoku@example.com","","","","2","2012-11-28 11:50:00","0",""
"79","40","sannshi_karoku@example.com","","","","5","2012-11-28 11:50:00","0",""
"80","40","saeki_kyouko@example.com","","","","7","2012-11-28 11:50:00","0",""
"80","40","saeki_kyouko@example.com","","","","3","2012-11-28 11:50:00","0",""
"80","40","saeki_kyouko@example.com","","","","2","2012-11-28 11:50:00","0",""
"80","40","saeki_kyouko@example.com","","","","5","2012-11-28 11:50:00","0",""
"81","40","furuya_ayame@example.com","","","","7","2012-11-28 11:50:00","0",""
"81","40","furuya_ayame@example.com","","","","3","2012-11-28 11:50:00","0",""
"81","40","furuya_ayame@example.com","","","","2","2012-11-28 11:50:00","0",""
"81","40","furuya_ayame@example.com","","","","5","2012-11-28 11:50:00","0",""
"82","40","oowada_rie@example.com","","","","7","2012-11-28 11:50:00","0",""
"82","40","oowada_rie@example.com","","","","3","2012-11-28 11:50:00","0",""
"82","40","oowada_rie@example.com","","","","2","2012-11-28 11:50:00","0",""
"82","40","oowada_rie@example.com","","","","5","2012-11-28 11:50:00","0",""
"83","40","soga_ken@example.com","","","","7","2012-11-28 11:50:00","0",""
"83","40","soga_ken@example.com","","","","3","2012-11-28 11:50:00","0",""
"83","40","soga_ken@example.com","","","","2","2012-11-28 11:50:00","0",""
"83","40","soga_ken@example.com","","","","5","2012-11-28 11:50:00","0",""
"84","40","kojima_katsuhisa@example.com","","","","7","2012-11-28 11:50:00","0",""
"84","40","kojima_katsuhisa@example.com","","","","3","2012-11-28 11:50:00","0",""
"84","40","kojima_katsuhisa@example.com","","","","2","2012-11-28 11:50:00","0",""
"84","40","kojima_katsuhisa@example.com","","","","5","2012-11-28 11:50:00","0",""
"85","40","toduka_nana@example.com","","","","7","2012-11-28 11:50:00","0",""
"85","40","toduka_nana@example.com","","","","3","2012-11-28 11:50:00","0",""
"85","40","toduka_nana@example.com","","","","2","2012-11-28 11:50:00","0",""
"85","40","toduka_nana@example.com","","","","5","2012-11-28 11:50:00","0",""
"86","40","kokubo_hiroko@example.com","","","","7","2012-11-28 11:50:00","0",""
"86","40","kokubo_hiroko@example.com","","","","3","2012-11-28 11:50:00","0",""
"86","40","kokubo_hiroko@example.com","","","","2","2012-11-28 11:50:00","0",""
"86","40","kokubo_hiroko@example.com","","","","5","2012-11-28 11:50:00","0",""
"87","40","sekine_riho@example.com","","","","7","2012-11-28 11:50:00","0",""
"87","40","sekine_riho@example.com","","","","3","2012-11-28 11:50:00","0",""
"87","40","sekine_riho@example.com","","","","2","2012-11-28 11:50:00","0",""
